"","make","transmission","engine_displacement_cm3","power_cv","power_ice_kw","avg_wltp_consumption_l_100km","avg_wltp_emissions_gCO2_km","length_mm","width_mm","height_mm","gross_vehicle_weight_rating_kg","total_seating","fuel_economy_index","electric_consumption_kwh_100km","battery_capacity_kwh","vehicle_type","engine"
"13987","Toyota","A",998,72.01,53,5.04,114,3700,1740,1525,1360,4,"C",NA,NA,"Ligeros","Fosiles"
"13988","Toyota","SC",0,0,0,NA,0,4690,1860,1650,2465,5,"Sin clasificación",14,71.39,"Ligeros","Eléctricos"
"13989","Toyota","SC",0,0,0,NA,0,4690,1860,1650,2550,5,"Sin clasificación",16,71.39,"Ligeros","Eléctricos"
"13990","Toyota","A",1798,97.83,72,5.05,115,4390,1795,1555,1860,5,"A",NA,NA,"Ligeros","Híbridos"
"13991","Toyota","A",1798,97.83,72,5.08,115,4390,1795,1555,1860,5,"A",NA,NA,"Ligeros","Híbridos"
"13992","Toyota","A",1798,97.83,72,4.9,111,4360,1795,1555,1860,5,"A",NA,NA,"Ligeros","Híbridos"
"13993","Toyota","A",1798,97.83,72,4.9,111,4390,1795,1555,1860,5,"A",NA,NA,"Ligeros","Híbridos"
"13994","Toyota","A",1798,97.83,72,4.9,111,4360,1795,1555,1860,5,"A",NA,NA,"Ligeros","Híbridos"
"13995","Toyota","A",1798,97.83,72,5,113,4390,1795,1555,1860,5,"A",NA,NA,"Ligeros","Híbridos"
"13996","Toyota","A",1987,152.17,112,5.48,124,4395,1795,1555,1930,5,"B",NA,NA,"Ligeros","Híbridos"
"13997","Toyota","A",1987,152.17,112,5.48,124,4402,1795,1555,1930,5,"B",NA,NA,"Ligeros","Híbridos"
"13998","Toyota","A",1987,152.17,112,5.48,124,4402,1795,1555,1930,5,"B",NA,NA,"Ligeros","Híbridos"
"13999","Toyota","A",1987,152.17,112,5.45,124,4395,1795,1555,1930,5,"B",NA,NA,"Ligeros","Híbridos"
"14000","Toyota","A",1987,152.17,112,5.45,124,4395,1795,1555,1930,5,"B",NA,NA,"Ligeros","Híbridos"
"14001","Toyota","A",2487,177.99,131,5.45,123,4885,1840,1445,2100,5,"A",NA,NA,"Ligeros","Híbridos"
"14002","Toyota","A",2487,177.99,131,5.45,123,4885,1840,1445,2100,5,"A",NA,NA,"Ligeros","Híbridos"
"14003","Toyota","A",2487,177.99,131,5.44,123,4885,1840,1445,2100,5,"A",NA,NA,"Ligeros","Híbridos"
"14004","Toyota","A",1798,97.83,72,4.74,107,4370,1790,1460,1820,5,"A",NA,NA,"Ligeros","Híbridos"
"14005","Toyota","A",1798,97.83,72,4.7,107,4370,1790,1435,1820,5,"A",NA,NA,"Ligeros","Híbridos"
"14006","Toyota","A",1798,97.83,72,4.7,107,4370,1790,1435,1820,5,"A",NA,NA,"Ligeros","Híbridos"
"14007","Toyota","A",1798,97.83,72,4.74,107,4370,1790,1460,1820,5,"A",NA,NA,"Ligeros","Híbridos"
"14008","Toyota","A",1798,97.83,72,4.78,108,4630,1780,1435,1835,5,"A",NA,NA,"Ligeros","Híbridos"
"14009","Toyota","A",1798,97.83,72,4.78,108,4630,1780,1435,1835,5,"A",NA,NA,"Ligeros","Híbridos"
"14010","Toyota","A",1798,97.83,72,4.78,108,4630,1780,1435,1835,5,"A",NA,NA,"Ligeros","Híbridos"
"14011","Toyota","A",1798,97.83,72,4.75,108,4630,1780,1435,1835,5,"A",NA,NA,"Ligeros","Híbridos"
"14012","Toyota","A",1798,97.83,72,4.75,114,4630,1780,1435,1835,5,"A",NA,NA,"Ligeros","Híbridos"
"14013","Toyota","A",1798,97.83,72,4.75,114,4630,1780,1435,1835,5,"A",NA,NA,"Ligeros","Híbridos"
"14014","Toyota","A",1798,97.83,72,4.75,114,4630,1780,1435,1835,5,"A",NA,NA,"Ligeros","Híbridos"
"14015","Toyota","A",1798,97.83,72,4.78,108,4630,1780,1435,1835,5,"A",NA,NA,"Ligeros","Híbridos"
"14016","Toyota","A",1798,97.83,72,4.74,107,4650,1790,1460,1835,5,"A",NA,NA,"Ligeros","Híbridos"
"14017","Toyota","A",1798,97.83,72,4.74,107,4650,1790,1460,1835,5,"A",NA,NA,"Ligeros","Híbridos"
"14018","Toyota","A",1798,97.83,72,4.7,107,4650,1790,1435,1835,5,"A",NA,NA,"Ligeros","Híbridos"
"14019","Toyota","A",1798,97.83,72,4.7,107,4650,1790,1435,1835,5,"A",NA,NA,"Ligeros","Híbridos"
"14020","Toyota","A",1987,152.17,112,5.13,116,4380,1790,1460,1910,5,"A",NA,NA,"Ligeros","Híbridos"
"14021","Toyota","A",1987,152.17,112,5.13,116,4380,1790,1460,1910,5,"A",NA,NA,"Ligeros","Híbridos"
"14022","Toyota","A",1987,152.17,112,5.15,117,4370,1790,1435,1910,5,"A",NA,NA,"Ligeros","Híbridos"
"14023","Toyota","A",1987,152.17,112,5.13,116,4370,1790,1460,1910,5,"A",NA,NA,"Ligeros","Híbridos"
"14024","Toyota","A",1987,152.17,112,5.13,116,4370,1790,1460,1910,5,"A",NA,NA,"Ligeros","Híbridos"
"14025","Toyota","A",1987,152.17,112,5.13,116,4650,1790,1460,1955,5,"A",NA,NA,"Ligeros","Híbridos"
"14026","Toyota","A",1987,152.17,112,5.13,116,4670,1805,1460,1955,5,"A",NA,NA,"Ligeros","Híbridos"
"14027","Toyota","A",1987,152.17,112,5.13,116,4650,1790,1435,1955,5,"A",NA,NA,"Ligeros","Híbridos"
"14028","Toyota","A",1987,152.17,112,5.15,117,4650,1790,1435,1955,5,"A",NA,NA,"Ligeros","Híbridos"
"14029","Toyota","A",1987,152.17,112,5.13,116,4650,1790,1460,1955,5,"A",NA,NA,"Ligeros","Híbridos"
"14030","Toyota","A",1987,152.17,112,5.13,116,4670,1805,1460,1955,5,"A",NA,NA,"Ligeros","Híbridos"
"14031","Toyota","A",1798,97.83,72,4.7,107,4370,1790,1435,1820,5,"A",NA,NA,"Ligeros","Híbridos"
"14032","Toyota","A",1798,97.83,72,4.7,107,4370,1790,1435,1820,5,"A",NA,NA,"Ligeros","Híbridos"
"14033","Toyota","A",1987,152.17,112,5.15,117,4370,1790,1435,1910,5,"A",NA,NA,"Ligeros","Híbridos"
"14034","Toyota","A",1798,97.83,72,4.75,114,4630,1780,1435,1835,5,"A",NA,NA,"Ligeros","Híbridos"
"14035","Toyota","A",1798,97.83,72,4.75,114,4630,1780,1435,1835,5,"A",NA,NA,"Ligeros","Híbridos"
"14036","Toyota","A",1798,97.83,72,4.75,114,4630,1780,1435,1835,5,"A",NA,NA,"Ligeros","Híbridos"
"14037","Toyota","A",1798,97.83,72,4.7,107,4650,1790,1435,1835,5,"A",NA,NA,"Ligeros","Híbridos"
"14038","Toyota","A",1987,152.17,112,5.15,117,4650,1790,1435,1955,5,"A",NA,NA,"Ligeros","Híbridos"
"14039","Toyota","A",1798,97.83,72,4.7,107,4650,1790,1435,1835,5,"A",NA,NA,"Ligeros","Híbridos"
"14040","Toyota","A",2998,339.67,250,7.5,170,4379,1854,1292,1815,2,"D",NA,NA,"Ligeros","Fosiles"
"14041","Toyota","A",2998,339.67,250,8.1,185,4379,1854,1299,1815,2,"E",NA,NA,"Ligeros","Fosiles"
"14042","Toyota","A",2998,339.67,250,8.1,185,4379,1854,1299,1815,2,"E",NA,NA,"Ligeros","Fosiles"
"14043","Toyota","A",1998,258.15,190,7.35,167,4379,1854,1292,1710,2,"D",NA,NA,"Ligeros","Fosiles"
"14044","Toyota","M",1618,260.87,192,8.2,186,3995,1805,1455,1645,4,"G",NA,NA,"Ligeros","Fosiles"
"14045","Toyota","M",2387,233.7,172,8.74,198,4265,1775,1310,1670,4,"G",NA,NA,"Ligeros","Fosiles"
"14046","Toyota","A",1998,199.73,147,8.6,193,4240,1775,1320,1670,4,"G",NA,NA,"Ligeros","Fosiles"
"14047","Toyota","A",1998,199.73,147,8.6,193,4240,1775,1320,1700,4,"G",NA,NA,"Ligeros","Fosiles"
"14048","Toyota","M",1998,199.73,147,8.5,191,4240,1775,1320,1670,4,"G",NA,NA,"Ligeros","Fosiles"
"14049","Toyota","M",1998,199.73,147,8.5,191,4240,1775,1320,1670,4,"G",NA,NA,"Ligeros","Fosiles"
"14050","Toyota","A",2487,190.22,140,6.88,155,4966,1930,1755,2720,7,"A",NA,NA,"Ligeros","Híbridos"
"14051","Toyota","A",2487,190.22,140,6.88,155,4966,1930,1755,2720,7,"A",NA,NA,"Ligeros","Híbridos"
"14052","Toyota","A",2393,149.46,110,9.75,257,5330,1855,1815,3210,5,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"14053","Toyota","A",2393,149.46,110,9.3,245,5330,1855,1815,3210,5,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"14054","Toyota","A",2393,149.46,110,9.3,245,5345,1855,1815,3210,5,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"14055","Toyota","M",2393,149.46,110,9.15,241,5330,1855,1815,3210,5,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"14056","Toyota","M",2393,149.46,110,9.15,241,5330,1855,1815,3210,5,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"14057","Toyota","M",2393,149.46,110,10.57,277,5070,1855,2200,3150,4,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"14058","Toyota","M",2393,149.46,110,10.1,265,5070,1800,1830,3150,4,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"14059","Toyota","M",2393,149.46,110,9.53,250,5325,1855,1810,3150,4,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"14060","Toyota","M",2393,149.46,110,9.01,236,5325,1855,1810,3150,4,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"14061","Toyota","M",2393,149.46,110,9.15,241,5330,1855,1810,3150,4,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"14062","Toyota","M",2393,149.46,110,9.85,259,5075,1855,1830,3150,4,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"14063","Toyota","M",2393,149.46,110,10.66,280,5070,1800,2300,3080,2,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"14064","Toyota","M",2393,149.46,110,10.08,265,5070,1800,1805,3080,2,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"14065","Toyota","M",2393,149.46,110,9.88,260,5325,1800,1795,3080,2,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"14066","Toyota","M",2393,149.46,110,9.35,246,5325,1800,1795,3080,2,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"14067","Toyota","M",2393,149.46,110,9.15,241,5330,1800,1795,3080,2,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"14068","Toyota","M",2393,149.46,110,9.85,259,5075,1800,1805,3080,2,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"14069","Toyota","A",2755,203.8,150,9.38,246,5325,1910,1865,3210,5,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"14070","Toyota","M",2393,149.46,110,9.53,250,5325,1855,1815,3210,5,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"14071","Toyota","M",2393,149.46,110,9.01,236,5325,1855,1815,3210,5,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"14072","Toyota","A",2755,203.8,150,9.38,246,5325,1925,1815,3210,5,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"14073","Toyota","A",2755,203.8,150,9.4,246,5325,1900,1815,3210,5,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"14074","Toyota","M",2755,203.8,150,8.35,222,5325,1855,1815,3210,5,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"14075","Toyota","M",2755,203.8,150,8.44,221,5350,1855,1815,3210,5,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"14076","Toyota","A",2755,203.8,150,9.38,246,5350,1855,1815,3210,5,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"14077","Toyota","A",2755,203.8,150,9.4,246,5325,1855,1815,3210,5,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"14078","Toyota","A",2755,176.63,130,9.8,259,4395,1885,1830,2600,5,"G",NA,NA,"Ligeros","Fosiles"
"14079","Toyota","A",2755,176.63,130,9.8,259,4395,1885,1830,2600,5,"G",NA,NA,"Ligeros","Fosiles"
"14080","Toyota","M",2755,176.63,130,9.1,240,4395,1885,1830,2600,2,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"14081","Toyota","M",2755,176.63,130,9.1,240,4395,1885,1830,2600,5,"G",NA,NA,"Ligeros","Fosiles"
"14082","Toyota","A",2755,176.63,130,9.8,259,4840,1885,1835,2990,5,"G",NA,NA,"Ligeros","Fosiles"
"14083","Toyota","A",2755,176.63,130,9.8,259,4840,1885,1845,2990,5,"G",NA,NA,"Ligeros","Fosiles"
"14084","Toyota","M",2755,176.63,130,9.1,240,4840,1885,1845,2990,5,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"14085","Toyota","M",2755,176.63,130,9.1,240,4840,1885,1845,2990,5,"G",NA,NA,"Ligeros","Fosiles"
"14086","Toyota","M",2755,176.63,130,9.1,240,4840,1885,1845,2990,7,"G",NA,NA,"Ligeros","Fosiles"
"14087","Toyota","M",2755,203.8,150,9.85,259,4565,1885,1845,2600,5,"G",NA,NA,"Ligeros","Fosiles"
"14088","Toyota","M",2755,203.8,150,9.69,256,4565,1885,1845,2600,5,"G",NA,NA,"Ligeros","Fosiles"
"14089","Toyota","M",2755,203.8,150,9.9,259,4565,1885,1845,2600,2,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"14090","Toyota","M",2755,203.8,150,9.69,256,4565,1885,1845,2600,2,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"14091","Toyota","A",2755,203.8,150,9.65,252,4565,1885,1845,2600,5,"G",NA,NA,"Ligeros","Fosiles"
"14092","Toyota","A",2755,203.8,150,9.62,252,4565,1885,1845,2600,5,"G",NA,NA,"Ligeros","Fosiles"
"14093","Toyota","A",2755,203.8,150,9.65,252,4565,1885,1845,2600,5,"G",NA,NA,"Ligeros","Fosiles"
"14094","Toyota","A",2755,203.8,150,9.62,252,4565,1885,1925,2600,5,"G",NA,NA,"Ligeros","Fosiles"
"14095","Toyota","M",2755,203.8,150,9.85,259,4840,1885,1845,2990,5,"G",NA,NA,"Ligeros","Fosiles"
"14096","Toyota","M",2755,203.8,150,9.69,256,4840,1885,1845,2990,5,"G",NA,NA,"Ligeros","Fosiles"
"14097","Toyota","M",2755,203.8,150,9.69,256,4840,1885,1845,2990,7,"G",NA,NA,"Ligeros","Fosiles"
"14098","Toyota","M",2755,203.8,150,9.9,259,4840,1885,1845,2600,2,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"14099","Toyota","M",2755,203.8,150,9.69,256,4840,1885,1845,2930,2,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"14100","Toyota","M",2755,203.8,150,9.9,259,4840,1885,1845,2600,5,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"14101","Toyota","M",2755,203.8,150,9.69,256,4840,1885,1845,2990,5,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"14102","Toyota","A",2755,203.8,150,9.65,252,4840,1885,1845,2990,5,"G",NA,NA,"Ligeros","Fosiles"
"14103","Toyota","A",2755,203.8,150,9.62,252,4840,1885,1845,2990,7,"G",NA,NA,"Ligeros","Fosiles"
"14104","Toyota","M",2755,203.8,150,9.85,259,4840,1885,1845,2990,5,"G",NA,NA,"Ligeros","Fosiles"
"14105","Toyota","M",2755,203.8,150,9.9,259,4840,1885,1845,2990,7,"G",NA,NA,"Ligeros","Fosiles"
"14106","Toyota","A",2755,203.8,150,9.62,252,4840,1885,1915,2990,7,"G",NA,NA,"Ligeros","Fosiles"
"14107","Toyota","A",2755,203.8,150,9.65,252,4840,1885,1835,2990,5,"G",NA,NA,"Ligeros","Fosiles"
"14108","Toyota","A",0,0,0,0,0,4890,1810,1535,2180,4,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
